Instrument,Old Price,New Price,Timestamp
NSE:INFY,7.754377397840171,6.899582589133502,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.787271296722557,6.859378771555895,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.446073569424367,7.260899991419295,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.431437004858852,5.469759572431865,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.431437004858852,7.099133299764286,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.879130809759651,6.006525506214599,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.446073569424367,5.517304776311841,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,6.446073569424367,7.260141758189935,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.260899991419295,8.050908215567699,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.156150315848059,7.951071052710365,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.099133299764286,7.887456533670806,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.517304776311841,4.845066802035422,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.939679796026823,6.854311922749824,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,7.244026315170876,8.139176420462654,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.156150315848059,8.034039358463502,Fri Aug 02 2024 12:32:02 GMT+0530 (India Standard Time)
NSE:INFY,7.58314303044782,8.42837556923023,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,7.457346199115218,6.637407863822365,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,7.79500964454848,7.0002139837109425,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,6.854311922749824,7.572244414494521,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,6.337584805649151,5.554430828640106,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.341231428764159,6.078998518857324,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.341231428764159,6.166605833461354,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,7.0002139837109425,6.072774666949234,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.341231428764159,6.130322428429364,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,5.341231428764159,4.3673258363881935,Fri Aug 02 2024 12:32:03 GMT+0530 (India Standard Time)
NSE:INFY,6.166605833461354,6.90165388858472,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,6.166605833461354,5.216102707891981,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.812174660791344,4.98315358296901,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.8669071371033255,6.625422962157933,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.812174660791344,5.1363361544369095,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.302242506558389,4.550016173301518,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.216102707891981,6.179262894860088,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,5.216102707891981,5.879467856661635,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.624940172411277,5.483776706499752,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.624940172411277,4.093171871805648,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.624940172411277,5.205661319092015,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.624940172411277,5.183001987171941,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.634010334044092,4.015520799571636,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.634010334044092,5.129700761800191,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.634010334044092,4.063974854224917,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.634010334044092,4.026793777058025,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.634010334044092,5.229097341902907,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.550016173301518,3.648321565645911,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.550016173301518,5.362698062068819,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.550016173301518,4.009750119792681,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.550016173301518,5.177267899128836,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,6.179262894860088,6.810827933158731,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,6.179262894860088,6.966558011420161,Fri Aug 02 2024 12:32:04 GMT+0530 (India Standard Time)
NSE:INFY,4.009750119792681,3.17491091877154,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,4.009750119792681,4.718359904289994,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,5.177267899128836,5.934468690851142,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,5.354878951578534,4.421127169340647,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.7279882002184905,6.026603990561603,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.27033077049642,7.060176440070636,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.27033077049642,7.216648469278123,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.27033077049642,6.918100188632986,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.27033077049642,5.524245425157282,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,4.718359904289994,4.008395518914073,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,5.934468690851142,5.220874654347164,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,5.934468690851142,5.157702513273611,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,5.934468690851142,5.215242369828893,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.603740403899333,5.83171559553426,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
NSE:INFY,6.906669717996117,6.16845290854439,Fri Aug 02 2024 12:32:05 GMT+0530 (India Standard Time)
